objeto_y;nome_grupo;especificacao
LOCAÇÃO DE IMÓVEL PARA O FUNCIONAMENTO DO PSF ANCORA DO SITIO CAPOEIRAS, PARA ATENDER AS SECRETARIA MUNICIPAL DE SAÚDE NO MUNICÍPIO DE BARRA DE SANTANA;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel (Galpão), situado na Rua: Valdemar Naziazeno, nº 333, Presidente Ernesto Geisel,  nesta Capital.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DO IMOVÉL SITUADO NA RUA CÔNEGO PEQUENO Nº 257, BELA VISTA, CAMPINA GRANDE-PB, PARA FUNCIONAMENTO DE UM CAPS III REVIVER. LOCADOR: EUDA DE LIMA BELTRÃO. PROCURADOR: FÁBYO NAPOLEÃO DE LIMA BELTRÃO.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóveis.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA LOCAÇÃO DE SONORIZAÇÃO, ILUMINAÇÃO E GRUPO DE GERADORES PARA FESTA DE EMANCIPAÇÃO POLÍTICA DESTE MUNICÍPIO;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de Imóvel destinado ao funcionamento do PSF 10ª Unidade no Município de Itaporanga <U+0096> PB;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL, TIPO RESIDENCIAL, DESTINADO AO FUNCIONAMENTO DA SECRETARIA DE AÇÃO SOCIAL PARA ATENDER AS NECESSIDADES DA PREFEITURA MUNICIPAL DE LAGOA SECA - PB;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel para fins não residenciais;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL DESTINADO AO FUNCIONAMENTO DAS ATIVIDADES DA SEDE DA SECRETARIA MUNICIPAL DE SAÚDE DE PATOS-PB.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de caçamba.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Contratação de Locação de Imóvel situado a Rua Quinze de Novembro, 1857 <U+0096> Palmeira, Campina Grande <U+0096> PB destinado ao funcionamento do CRAS PALMEIRA, até 31 de dezembro de 2019;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL PARA O FUNCIONAMENTO DO PSF ANCORA DO SITIO PARAIBINHA, PARA ATENDER AS SECRETARIA MUNICIPAL DE SAÚDE NO MUNICIPIO DE BARRA DE SANTANA;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
"LOCAÇÃO DO IMÓVEL SITUADO NA RUA JUAREZ TÁVORA, N"" 243, CENTRO, SANTA RITA/PB, DESTINADO AO FUNCIONAMENTO DO CENTRO POP.";LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de Impressora Multifuncional e impressão;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de caçamba.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel tipo residencial destinado ao funcionamento do PROGRAMA CRIANÇA FELIZ neste município;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL PARA O FUNCIONAMENTO DO LABORATÓRIO MUNICIPAL, PARA ATENDER AS SECRETARIA MUNICIPAL DE SAÚDE NO MUNICÍPIO DE BARRA DE SANTANA;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL DESTINADO SECRETARIA EXECUTIVA DE POLÍTICAS DA MULHER - PATOS/PB, DURANTE O EXERCÍCIO DE 2019.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel para funcionamento da Creche Espaço Criança no Município de Santa Cecília - PB;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL, TIPO RESIDENCIAL, DESTINADO PARA O FUNCIONAMENTO DE UM DEPÓSITO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE EDUCAÇÃO;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Contratação de Locação de Imóvel situado a Rua José Soares de Oliveira, 34 <U+0096> Ramadinha, destinado ao funcionamento do CRAS <U+0096> Ramadinha até 31 de dezembro de 2019,;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DO IMOVÉL SITUADO À RUA ARTUR FERREIRA DE CASTRO Nº 60, CATOLÉ, CAMPINA GRANDE-PB, PARA FUNCIONAMENTO DA RESIDÊNCIA TERAPÊUTICA FEMININA III.   LOCADOR: TAVARES E LEAL EMPREENDIMENTOS IMOBILIÁRIOS LTDA - ME (FACILITA IMÓVEIS).;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel não residencial, onde funcionará o Conselho Tutelar Região Norte, situado à Av. Sergipe, nº 48, Bairro dos Estados, nesta Capital.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de caçamba.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
REGISTRO DE PREÇOS PARA A CONTRATAÇÃO DE SERVIÇO DE LOCAÇÃO DE ÔNIBUS, MICRO-ÔNIBUS E VAN DESTINADO A FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA - FUNESC.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
"LOCAÇÃO DE IMOVEL PARA O ANEXO DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA DA GUIA SALES HERMINO;";LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL PARA O FUNCIONAMENTO DO SCFV DO CABOCLOS DA SECRETARIA MUNICIPAL DE DESENVOLVIMENTO HUMANO NO MUNICÍPIO DE BARRA DE SANTANA;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL, TIPO SALÃO, DESTINADO AO FUNCIONAMENTO DO SALÃO DE ARTESANATO PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE AÇÃO SOCIAL;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DO IMÓVEL LOCALIZADO A RUA NOVA FLORESTA, N° 65, TIBIRI II, SANTA RITA - PB, DESTINADO AO FUNCIONAMENTO DA RESIDÊNCIA INCLUSIVA.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DO IMOVÉL SITUADO NA RUA CAPITÃO ADEMAR MAIA PAIVA Nº 896, ALTO BRANCO, CAMPINA GRANDE-PB, PARA FUNCIONAMENTO DE UM CAPS AD III INFANTO-JUVENIL. LOCADOR: MARIA JOSÉ DA SILVA AIRES.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação do imóvel para família carente com transtornos mentais, por ordem judicial. Conforme o Termo de Referência;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
"Locação do Imóvel localizado na Rua José Epaminondas, 312, Bairro Novo, Guarabira/PB para o funcionamento do CREAS referente até dezembro de 2019;";LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel destinado ao funcionamento do Anexo da Prefeitura Municipal de Algodão de Jandaíra;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DO IMÓVÉL SITUADO NA RUA: <U+0093>PAULO AFONSO Nº 188, CENTENÁRIO, CAMPINA GRANDE-PB<U+0094>, PARA FUNCIONAMENTO  DE UM CAPS III.   LOCADOR: MARCOS TADEU ALBUQUERQUE MADRUGA.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel para acomodação dos feirantes do mercado do peixe que irão desocupar o espaço para reforma, conforme cronograma da administração Municipal até dezembro de 2019.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL PARA FUNCIONAMENTO DO CONSELHO TUTELAR II.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
"CONTRATAÇÃO DE SERVIÇOS DE ASSESSORIA TÉCNICA CONTÁBIL, SENDO ATRIBUIÇÕES: TREINAMENTO NA EQUIPE CONTÁBIL DO CONTRATANTE, AUDITORIA DIÁRIA NOS REGISTROS CONTÁBEIS ELABORADOS PELA EQUIPE DA ENTIDADE, AVALIAÇÃO DA NECESSIDADE E ELABORAÇÃO DE PROJETOS DE CRÉDITOS ESPECIAIS; AVALIAÇÃO CONTÁBIL DE PROJETOS QUE TRATAM DE LEGISLAÇÃO DE AUMENTO DE REMUNERAÇÃO DE ORÇAMENTO; PREPARAÇÃO DE PROJETO DE LEI ORÇAMENTÁRIA ANUAL; PARECER SOBRE ASSUNTOS CONTÁBEIS E ECONÔMICOS FINANCEIROS; CONSULTAS SOBRE ASSUNTOS CONTÁBEIS E ECONÔMICOS FINANCEIROS; ENCERRAMENTO DE BALANCETES MENSAIS E COMPATIBILIZAÇÃO DOS DADOS E ENTREGA ATRAVÉS DO SISTEMA SAGRES; ELABORAÇÃO DO RGF E COMPATIBILIZAÇÃO E ENTREGA AO TESOURO NACIONAL. ELABORAÇÃO E ENTREGA DA PRESTAÇÃO DE CONTAS ANUAIS AO TCE, COMPATIBILIZAÇÃO E ENTREGA ATRAVÉS DO SISTEMA DO TESOURO NACIONAL";CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONSULTORIA E ASSESSORIA TÉCNICA CONTÁBIL E FINANCEIRA, DE FORMA PERMANENTE E CONTINUADA, PRESENCIAL, ELETRÔNICA, VERBAL E/OU ESCRITA, NO ACOMPANHAMENTO DA GESTÃO PÚBLICA, INCLUINDO REPRESENTAÇÃO JUNTO AO TRIBUNAL DE CONTAS DO ESTADO DA PARAÍBA E CONSULTORIA E ASSESSORIA FISCAL E TRIBUTÁRIA ABRANGENDO PLANEJAMENTO ESTRATÉGICO, REALIZAÇÃO DE ESTUDOS, REVISÃO DA LEGISLAÇÃO E ACOMPANHAMENTO DA ADMINISTRAÇÃO TRIBUTÁRIA E SUA EVOLUÇÃO, DE FORMA AMPLA, PERMANENTE E CONTINUADA;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAR SERVIÇOS DE ASSESSORIA TÉCNICA JUNTO AO GOVERNO FEDERAL E ESTADUAL, NA ELABORAÇÃO DE PLANO DE TRABALHO E PROJETOS E INCLUSÃO DE PLANOS DE TRABALHO NO SICCONV, ACOMPANHAMENTO DO CAUC;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Serviços de elaboração de projetos de arquitetura.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de empresa para elaboração de projetos de engenharia e fiscalização para atender as necessidades deste município, no exercício de 2019;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE SERVIÇOS DE ELABORAÇÃO DE PROJETOS DE ENGENHARIA, FISCALIZAÇÃO DE OBRAS COM EMISSÃO DE LAUDOS, PARECERES E ELABORAÇÃO DE MEDIÇÃO DE SERVIÇOS.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
"CONTRATAÇÃO DE CONSULTORIA TÉCNICA ESPECIALIZADA EM DIAGNÓSTICO, BEM COMO APRESENTAR SOLUÇÕES TÉCNICAS, MÉTODOS, PROJETOS E UM MODELO ADEQUADO DAS ""BOAS PRÁTICAS DE GOVERNANÇA NO ÂMBITO DO PODER LEGISLATIVO DE CABEDELO"".";CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Empresa para Elaboração de Projetos e Laudos Técnicos nos Assentamentos de Esperança, Emanuel Joaquim, União e Socorro da Prefeitura Municipal de Areia/PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Serviços de elaboração de projetos de arquitetura.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE PROFISSIONAL PARA ELABORAÇÃO DE PROJETO DE ENGENHARIA PARA AMPLIAÇÃO DO GINÁSIO POLIESPORTIVO MUNICIPAL DE COXIXOLA/PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de serviços técnicos especializados em assessoria jurídica - Dentre outros: Elaboração de projetos de leis, sanção e publicação, decretos e portarias, orientação no cumprimento dos direitos e deveres dos servidores municipais, elaboração de pareceres de processos licitatórios, orientação no cumprimento da aplicação dos convênios firmados com os governos estadual e federal, e defesa dos processos judiciais tramitado contra o município a nível de 1ª instância junto a Prefeitura Municipal de Serra da Raiz-PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE UMA EMPRESA PARA CONSTRUÇÃO DE UMA POLICLINICA NESTE MUNICIPIO, CONFORME PROJETOS E ESPECIFICAÇÕES TÉCNICAS;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
pRESTAÇÃO DE SERVIÇOS DE CONSULTORIA TÉCNICOS ESPECIALIZADA EM ENGENHARIA CIVIL - CONSULTOR EM FISCALIZAÇÃO DE OBRAS;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de empresa especializada, no ramo de engenharia, para elaboração e acompanhamento de projetos básicos de obras, tanto no âmbito da administração direto quanto na indireta, visitas as obras do município, com emissão de relatórios técnicos quando solicitado e emissão de boletins de medição.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
ELABORAÇÃO DE PROJETO DE PREVENÇÃO E COMBATE A INCÊNDIO PARA VILA DO ARTESÃO, ARCA CATEDRAL E ARCA TITÃO;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Prestação dos Serviços de Assessoria e Consultoria continuada na execução dos serviços Técnicos contábeis, compreendendo empenhos, balecente de receitas e despesas pertencentes ao Município de São Bentinho/PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE EMPRESA PARA A PRESTAÇÃO DE SERVIÇOS TÉCNICO PROFISSIONAL DE ENGENHARIA, RESPONSÁVEL PELA ELABORAÇÃO DE PROJETO BÁSICO, EXECUTIVO E ARQUITETÔNICO, BEM COMO A FISCALIZAÇÃO E A RESPONSABILIDADE TÉCNICA DAS OBRAS REALIZADAS PELO MUNICÍPIO DE SÃO JOÃO DO CARIRI - PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Empresa para Elaboração de Projetos e Laudos Técnicos nos Assentamentos de Esperança, Emanuel Joaquim, União e Socorro da Prefeitura Municipal de Areia/PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
contratação de serviços técnica profissional especializada na área jurídica, na elaboração de pareceres administrativos, acompanhamentos de atos da Gestão Municipal, elaboração de projetos de leis,..... da Prefeitura de São José do Bonfim/PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação direta de profissional para elaboração de projetos básicos e executivos de engenharia e prestação de serviços de assessoria e consultoria técnica na fiscalização e supervisão de obras e serviços;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
"""CONTRATAÇÃO DE EMPRESA DO RAMO PERTINENTE, CUJO O OBJETO É A EXECUÇÃO DOS SERVIÇOS DE ELABORAÇÃO DE CONTABILIDADE COM ASSESSORIA E CONSULTORIA CONTÁBIL, JUNTO COM A EDILIDADE, REFERENTE AO PERÍODO DE MAIO A DEZEMBRO DE 2019""";CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Profissionais para os serviços de contabilidade, envolvendo estudos técnicos, preparação de orçamentos públicos, avaliações contábeis, financeiras, fiscais tributárias, elaboração de balancetes, balanços, prestações de contas e pareceres técnicos contábeis;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Serviço Técnico especializados na Área de Engenharia Civil, visando a elaboração de projetos técnicos a ser executados pelo Município, bem como fiscalização de todas as obras do município, conforme especificações no edital e seus anexos.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
SISTEMA DE REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA PARA SERVIÇOS TÉCNICOS PARA ELABORAÇÃO DE PROGRAMAS, PROJETOS E SERVIÇOS DE ORIENTAÇÃO E ACOMPANHAMENTO DAS EQUIPES TÉCNICAS DESTA SECRETARIA.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Serviços técnicos especializados de consultoria jurídica para: Defesa dos interesses da Câmara municipal de Santana dos Garrotes - PB, nas ações trabalhistas, ações de mandato de segurança, execuções fiscais e outros feitos que corra na Justiça Comum da Comarca, além de outros serviços técnicos especializados nessa área, tais como a elaboração de contratos, projetos de leis, pareceres em projetos, assessoramento de Comissão e acompanhamento das ações que tramitam em segunda instância e junto ao Tribunal de Contas do Estado da Paraíba, estando sempre a disposição desta Administração Legislativa.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE SERVIÇOS TÉCNICOS DE ASSESSORIA JURÍDICA, PARA ELABORAÇÃO DE PARECERES JURÍDICOS E CONTRATOS ADMINISTRATIVOS PELA PREFEITURA MUNICIPAL DE TAPEROÁ. ACOMPANHAMENTO EM QUALQUER ATO JUDICIAL JUNTO À PRIMEIRA INSTÂNCIA ESTADUAL E FEDERAL, CONSULTORIA JURÍDICA DE ATOS ADMINISTRATIVOS E NA ELABORAÇÃO DE LEGISLAÇÃO MUNICIPAL, ALÉM DE ASSESSORAMENTO JUNTO AS SECRETARIAS MUNICIPAIS;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
CONTRATAÇÃO DE SERVIÇOS DE ASSESSORIA E CONSULTORIA TÉCNICA ESPECIALIZADA NA ÁREA CONTÁBIL, FINANCEIRA, ORÇAMENTÁRIA, PATRIMONIAL, ADMINISTRATIVA E DE PESSOAL;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Serviços de assessoria e consultoria técnica especializada em SINCONV, SIMEC e SISMOB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de profissional no ramo pertinente para os serviços levantamento arquitetônico da atual situação, elaboração de Projeto Arquitetônico e fiscalização dos serviços de Reforma e Ampliação, da Câmara Municipal de Bananeiras - PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de Técnico em Engenharia, para os serviços de assistência técnica, fiscalização e acompanhamento de obras das diversas secretarias do Município de Conceição/PB;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de  serviços técnicos especializados de consultoria e assessoria jurídica com vistas ao acompanhamento das prestações de contas anuais da Prefeitura Municipal de Pedras de Fogo, e demais processos que tramitem exclusivamente perante o Tribunal de Contas do Estado da Paraíba.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Elaboração de Projeto Técnico para Pavimentação e Drenagem em vias urbanas. Conforme (CR-1059566-66) e (CR-1053093-59), no Município de São Sebastião de Lagoa de Roça - PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
Contratação de execução continuada de serviços de Contabilidade, Assessoria Técnica Contábil, Administrativa e Financeira para a Prefeitura Municipal de Igaracy-PB.;CONSULTORIA;ABRANGE A ELABORAÇÃO DE ESTUDOS, PROJETOS, ORIENTAÇÃO TÉCNICA, FISCALIZAÇÃO, LAUDOS, AVALIAÇÕES, PERÍCIAS E AFINS.
